1	41.029	-2.733	-3.841	-160.724	33.356	26.791
2	44.158	-7.093	11.237	-37.146	8.597	-143.002
3	52.182	-4.280	13.417	-157.933	8.031	164.102
1	41.029	-2.733	-3.841	-160.718	33.361	26.796
2	44.153	-7.093	11.242	-37.157	8.592	-142.997
3	52.178	-4.280	13.421	-157.939	8.020	164.119
1	41.029	-2.733	-3.841	-160.713	33.361	26.802
2	44.158	-7.093	11.246	-37.162	8.581	-143.002
3	52.173	-4.280	13.430	-157.950	8.026	164.141
1	41.029	-2.733	-3.841	-160.707	33.361	26.813
2	44.158	-7.089	11.250	-37.168	8.564	-143.002
3	52.178	-4.285	13.434	-157.966	8.015	164.163
1	41.029	-2.729	-3.841	-160.702	33.361	26.813
2	44.153	-7.084	11.255	-37.173	8.559	-143.008
3	52.178	-4.276	13.439	-157.966	7.998	164.185
1	41.029	-2.733	-3.841	-160.702	33.361	26.824
2	44.153	-7.084	11.255	-37.184	8.559	-143.008
3	52.178	-4.276	13.439	-157.966	7.971	164.201
1	41.029	-2.733	-3.841	-160.696	33.356	26.829
2	44.158	-7.084	11.259	-37.195	8.553	-143.013
3	52.182	-4.272	13.443	-157.966	7.949	164.229
1	41.029	-2.733	-3.841	-160.691	33.356	26.835
2	44.158	-7.075	11.264	-37.201	8.537	-143.019
3	52.178	-4.272	13.456	-157.988	7.954	164.273
1	41.024	-2.733	-3.837	-160.685	33.356	26.846
2	44.153	-7.071	11.272	-37.223	8.520	-143.013
3	52.173	-4.285	13.470	-158.027	7.943	164.322
1	41.024	-2.733	-3.837	-160.680	33.356	26.862
2	44.153	-7.071	11.281	-37.245	8.493	-143.008
3	52.165	-4.289	13.478	-158.060	7.927	164.371
1	41.024	-2.738	-3.837	-160.674	33.350	26.873
2	44.144	-7.067	11.290	-37.267	8.476	-142.997
3	52.165	-4.276	13.496	-158.043	7.916	164.432
1	41.020	-2.738	-3.832	-160.674	33.350	26.890
2	44.140	-7.067	11.299	-37.300	8.460	-142.975
3	52.156	-4.276	13.522	-158.071	7.921	164.520
1	41.015	-2.742	-3.832	-160.663	33.339	26.912
2	44.131	-7.062	11.303	-37.316	8.454	-142.953
3	52.147	-4.294	13.536	-158.115	7.910	164.608
1	41.015	-2.742	-3.832	-160.647	33.334	26.934
2	44.131	-7.053	11.307	-37.327	8.454	-142.931
3	52.147	-4.289	13.544	-158.126	7.888	164.707
1	41.011	-2.742	-3.828	-160.641	33.317	26.961
2	44.136	-7.045	11.307	-37.333	8.454	-142.909
3	52.147	-4.280	13.571	-158.137	7.894	164.838
1	41.007	-2.751	-3.832	-160.631	33.290	26.983
2	44.136	-7.040	11.312	-37.349	8.471	-142.887
3	52.143	-4.280	13.580	-158.159	7.866	164.954
1	41.002	-2.747	-3.832	-160.598	33.262	27.016
2	44.136	-7.031	11.307	-37.366	8.498	-142.871
3	52.151	-4.267	13.593	-158.169	7.844	165.097
1	40.998	-2.751	-3.828	-160.576	33.235	27.060
2	44.140	-7.023	11.312	-37.377	8.509	-142.838
3	52.151	-4.245	13.606	-158.169	7.828	165.250
1	40.985	-2.760	-3.828	-160.581	33.191	27.093
2	44.136	-7.018	11.316	-37.404	8.515	-142.799
3	52.143	-4.263	13.645	-158.246	7.877	165.415
1	40.980	-2.773	-3.837	-160.576	33.130	27.132
2	44.136	-7.009	11.312	-37.432	8.537	-142.766
3	52.147	-4.272	13.667	-158.329	7.905	165.580
1	40.971	-2.773	-3.841	-160.532	33.070	27.181
2	44.140	-6.996	11.325	-37.454	8.504	-142.728
3	52.160	-4.263	13.703	-158.378	7.932	165.789
1	40.963	-2.777	-3.837	-160.510	33.037	27.236
2	44.131	-6.996	11.338	-37.519	8.465	-142.662
3	52.156	-4.294	13.733	-158.516	7.971	165.954
1	40.958	-2.777	-3.823	-160.455	33.009	27.307
2	44.127	-7.001	11.360	-37.602	8.388	-142.596
3	52.138	-4.316	13.777	-158.614	8.070	166.162
1	40.949	-2.777	-3.819	-160.400	32.982	27.362
2	44.127	-6.966	11.347	-37.602	8.405	-142.579
3	52.138	-4.276	13.786	-158.598	8.070	166.360
1	40.941	-2.782	-3.823	-160.383	32.911	27.390
2	44.127	-6.952	11.360	-37.629	8.410	-142.503
3	52.134	-4.263	13.826	-158.636	8.130	166.503
1	40.941	-2.782	-3.828	-160.339	32.856	27.423
2	44.127	-6.952	11.369	-37.673	8.394	-142.420
3	52.138	-4.254	13.834	-158.664	8.147	166.607
1	40.928	-2.777	-3.828	-160.301	32.812	27.461
2	44.127	-6.935	11.351	-37.690	8.432	-142.398
3	52.147	-4.232	13.861	-158.675	8.207	166.717
1	40.923	-2.782	-3.832	-160.284	32.751	27.472
2	44.140	-6.908	11.343	-37.679	8.460	-142.376
3	52.151	-4.241	13.887	-158.741	8.245	166.811
1	40.919	-2.786	-3.837	-160.268	32.702	27.494
2	44.140	-6.908	11.343	-37.717	8.476	-142.332
3	52.151	-4.276	13.892	-158.851	8.267	166.854
1	40.914	-2.795	-3.841	-160.257	32.658	27.505
2	44.153	-6.904	11.334	-37.739	8.487	-142.316
3	52.160	-4.272	13.883	-158.862	8.240	166.909
1	40.914	-2.795	-3.837	-160.219	32.641	27.538
2	44.158	-6.895	11.347	-37.767	8.449	-142.272
3	52.160	-4.258	13.900	-158.873	8.278	166.975
1	40.910	-2.804	-3.832	-160.229	32.614	27.549
2	44.162	-6.891	11.356	-37.789	8.427	-142.244
3	52.151	-4.267	13.940	-158.928	8.372	167.063
1	40.906	-2.813	-3.837	-160.213	32.586	27.571
2	44.162	-6.886	11.373	-37.805	8.372	-142.195
3	52.147	-4.298	13.949	-159.010	8.410	167.113
1	40.901	-2.813	-3.832	-160.202	32.559	27.582
2	44.153	-6.878	11.373	-37.800	8.366	-142.162
3	52.151	-4.289	13.944	-158.993	8.399	167.151
1	40.897	-2.817	-3.837	-160.191	32.532	27.593
2	44.158	-6.882	11.378	-37.816	8.344	-142.107
3	52.147	-4.289	13.966	-159.015	8.432	167.212
1	40.892	-2.817	-3.837	-160.169	32.510	27.604
2	44.153	-6.878	11.373	-37.816	8.350	-142.069
3	52.143	-4.289	13.984	-159.021	8.465	167.261
1	40.888	-2.813	-3.837	-160.147	32.488	27.609
2	44.158	-6.873	11.369	-37.816	8.339	-142.019
3	52.151	-4.285	13.993	-159.004	8.471	167.294
1	40.884	-2.817	-3.841	-160.136	32.455	27.609
2	44.158	-6.860	11.360	-37.805	8.333	-141.970
3	52.156	-4.285	14.001	-159.010	8.482	167.327
1	40.879	-2.821	-3.845	-160.136	32.427	27.615
2	44.162	-6.860	11.360	-37.827	8.311	-141.893
3	52.156	-4.294	14.015	-159.026	8.509	167.371
1	40.879	-2.821	-3.850	-160.120	32.400	27.615
2	44.158	-6.856	11.351	-37.838	8.306	-141.832
3	52.160	-4.289	14.010	-159.021	8.498	167.398
1	40.875	-2.821	-3.854	-160.092	32.372	27.620
2	44.166	-6.851	11.343	-37.849	8.317	-141.744
3	52.160	-4.280	14.019	-159.015	8.520	167.442
1	40.866	-2.830	-3.854	-160.092	32.356	27.631
2	44.166	-6.860	11.351	-37.898	8.267	-141.629
3	52.160	-4.285	14.037	-159.026	8.559	167.481
1	40.857	-2.835	-3.859	-160.092	32.312	27.631
2	44.158	-6.869	11.329	-37.948	8.278	-141.552
3	52.165	-4.289	14.054	-159.043	8.614	167.530
1	40.857	-2.826	-3.863	-160.054	32.284	27.637
2	44.162	-6.842	11.316	-37.909	8.289	-141.497
3	52.169	-4.289	14.076	-159.059	8.668	167.596
1	40.848	-2.826	-3.867	-160.048	32.257	27.642
2	44.153	-6.842	11.316	-37.931	8.317	-141.376
3	52.160	-4.307	14.107	-159.109	8.751	167.673
1	40.848	-2.830	-3.867	-160.037	32.229	27.659
2	44.162	-6.842	11.312	-37.942	8.328	-141.299
3	52.160	-4.320	14.116	-159.147	8.800	167.733
1	40.844	-2.835	-3.872	-160.032	32.202	27.664
2	44.162	-6.825	11.316	-37.920	8.300	-141.234
3	52.173	-4.320	14.133	-159.153	8.866	167.827
1	40.840	-2.830	-3.880	-160.015	32.169	27.664
2	44.153	-6.821	11.321	-37.920	8.295	-141.162
3	52.173	-4.302	14.155	-159.142	8.954	167.937
1	40.835	-2.826	-3.876	-159.993	32.152	27.681
2	44.153	-6.825	11.321	-37.959	8.300	-141.096
3	52.178	-4.316	14.190	-159.186	9.042	168.019
1	40.831	-2.826	-3.880	-159.988	32.125	27.686
2	44.162	-6.812	11.312	-37.942	8.328	-141.063
3	52.200	-4.307	14.208	-159.191	9.113	168.123
1	40.826	-2.826	-3.885	-159.988	32.087	27.686
2	44.166	-6.812	11.303	-37.953	8.361	-141.014
3	52.213	-4.298	14.252	-159.208	9.223	168.261
1	40.822	-2.830	-3.889	-159.988	32.070	27.692
2	44.171	-6.816	11.303	-37.975	8.366	-140.948
3	52.213	-4.329	14.291	-159.307	9.344	168.382
1	40.822	-2.830	-3.889	-159.982	32.054	27.703
2	44.171	-6.816	11.303	-38.003	8.361	-140.876
3	52.217	-4.333	14.318	-159.351	9.427	168.530
1	40.818	-2.835	-3.889	-159.982	32.037	27.714
2	44.175	-6.803	11.307	-38.014	8.333	-140.811
3	52.217	-4.307	14.353	-159.356	9.531	168.700
1	40.813	-2.839	-3.894	-159.988	32.015	27.725
2	44.175	-6.807	11.312	-38.063	8.317	-140.706
3	52.200	-4.316	14.393	-159.433	9.657	168.843
1	40.809	-2.848	-3.894	-159.988	31.999	27.741
2	44.180	-6.794	11.316	-38.080	8.284	-140.629
3	52.209	-4.364	14.423	-159.581	9.762	168.997
1	40.809	-2.843	-3.898	-159.971	31.977	27.752
2	44.180	-6.763	11.325	-38.069	8.213	-140.530
3	52.213	-4.355	14.450	-159.620	9.855	169.173
1	40.804	-2.843	-3.902	-159.955	31.960	27.758
2	44.171	-6.768	11.334	-38.129	8.202	-140.415
3	52.213	-4.368	14.516	-159.708	10.009	169.315
1	40.804	-2.839	-3.898	-159.933	31.949	27.780
2	44.166	-6.755	11.321	-38.146	8.213	-140.316
3	52.209	-4.373	14.542	-159.779	10.097	169.436
1	40.800	-2.839	-3.898	-159.916	31.933	27.791
2	44.166	-6.737	11.325	-38.151	8.196	-140.206
3	52.209	-4.364	14.568	-159.828	10.179	169.601
1	40.800	-2.839	-3.902	-159.894	31.911	27.802
2	44.166	-6.741	11.316	-38.190	8.251	-140.118
3	52.209	-4.338	14.586	-159.867	10.251	169.755
1	40.800	-2.839	-3.902	-159.878	31.889	27.813
2	44.180	-6.746	11.312	-38.217	8.284	-140.042
3	52.217	-4.333	14.612	-159.933	10.333	169.881
1	40.800	-2.830	-3.898	-159.834	31.878	27.835
2	44.188	-6.737	11.307	-38.206	8.311	-139.987
3	52.231	-4.316	14.652	-159.982	10.448	170.079
1	40.796	-2.835	-3.898	-159.818	31.861	27.851
2	44.188	-6.728	11.307	-38.201	8.317	-139.915
3	52.222	-4.320	14.696	-160.103	10.575	170.299
1	40.796	-2.835	-3.902	-159.801	31.834	27.868
2	44.193	-6.733	11.312	-38.217	8.306	-139.855
3	52.204	-4.329	14.727	-160.197	10.674	170.491
1	40.791	-2.835	-3.898	-159.763	31.828	27.890
2	44.188	-6.728	11.316	-38.217	8.289	-139.800
3	52.217	-4.355	14.801	-160.328	10.871	170.733
1	40.791	-2.830	-3.898	-159.730	31.806	27.906
2	44.188	-6.711	11.316	-38.190	8.273	-139.761
3	52.209	-4.320	14.841	-160.334	10.948	170.985
1	40.791	-2.835	-3.898	-159.713	31.795	27.917
2	44.188	-6.702	11.316	-38.179	8.278	-139.712
3	52.178	-4.342	14.885	-160.460	11.036	171.134
1	40.791	-2.835	-3.902	-159.691	31.779	27.928
2	44.188	-6.702	11.321	-38.195	8.273	-139.668
3	52.165	-4.417	14.885	-160.620	11.047	171.244
1	40.791	-2.830	-3.902	-159.642	31.762	27.939
2	44.197	-6.693	11.312	-38.184	8.295	-139.640
3	52.173	-4.395	14.854	-160.576	11.003	171.348
1	40.787	-2.830	-3.902	-159.631	31.740	27.934
2	44.197	-6.684	11.312	-38.179	8.311	-139.608
3	52.182	-4.377	14.898	-160.581	11.102	171.469
1	40.787	-2.830	-3.911	-159.620	31.713	27.928
2	44.202	-6.684	11.303	-38.168	8.339	-139.575
3	52.173	-4.386	14.933	-160.620	11.201	171.557
1	40.787	-2.826	-3.916	-159.587	31.697	27.928
2	44.206	-6.671	11.303	-38.157	8.328	-139.536
3	52.187	-4.364	14.929	-160.592	11.223	171.623
1	40.782	-2.821	-3.911	-159.559	31.691	27.923
2	44.206	-6.671	11.303	-38.157	8.317	-139.476
3	52.178	-4.355	14.951	-160.603	11.305	171.689
1	40.782	-2.821	-3.916	-159.554	31.675	27.917
2	44.202	-6.667	11.299	-38.162	8.317	-139.415
3	52.182	-4.368	14.990	-160.652	11.443	171.766
1	40.778	-2.821	-3.916	-159.543	31.675	27.917
2	44.202	-6.667	11.299	-38.162	8.311	-139.327
3	52.191	-4.386	15.008	-160.702	11.547	171.820
1	40.774	-2.821	-3.916	-159.532	31.664	27.917
2	44.206	-6.662	11.299	-38.157	8.284	-139.245
3	52.200	-4.390	15.039	-160.724	11.695	171.925
1	40.774	-2.821	-3.916	-159.532	31.658	27.906
2	44.202	-6.667	11.299	-38.162	8.267	-139.130
3	52.187	-4.399	15.056	-160.773	11.844	172.024
1	40.774	-2.821	-3.920	-159.532	31.647	27.895
2	44.210	-6.671	11.286	-38.151	8.278	-139.031
3	52.200	-4.408	15.082	-160.801	12.030	172.128
1	40.769	-2.826	-3.924	-159.532	31.631	27.884
2	44.215	-6.645	11.272	-38.096	8.267	-138.937
3	52.217	-4.408	15.113	-160.812	12.278	172.298
1	40.769	-2.821	-3.933	-159.521	31.609	27.868
2	44.224	-6.640	11.264	-38.069	8.278	-138.816
3	52.209	-4.377	15.118	-160.779	12.519	172.463
1	40.769	-2.821	-3.933	-159.521	31.598	27.857
2	44.228	-6.645	11.233	-38.069	8.339	-138.734
3	52.222	-4.430	15.175	-160.960	12.953	172.639
1	40.769	-2.826	-3.942	-159.526	31.576	27.835
2	44.241	-6.645	11.215	-38.069	8.355	-138.646
3	52.231	-4.439	15.184	-161.004	13.404	172.859
1	40.769	-2.821	-3.951	-159.521	31.559	27.818
2	44.250	-6.636	11.211	-38.041	8.350	-138.553
3	52.261	-4.395	15.184	-161.037	13.805	173.029
1	40.769	-2.821	-3.951	-159.515	31.554	27.807
2	44.254	-6.640	11.215	-38.058	8.339	-138.443
3	52.204	-4.465	15.267	-161.262	14.453	173.188
1	40.765	-2.821	-3.951	-159.504	31.543	27.802
2	44.254	-6.640	11.202	-38.036	8.361	-138.383
3	52.261	-4.513	15.188	-161.416	14.766	173.205
1	40.765	-2.817	-3.955	-159.493	31.526	27.791
2	44.259	-6.632	11.189	-38.008	8.366	-138.333
3	52.261	-4.513	15.271	-161.493	15.403	173.381
1	40.761	-2.817	-3.960	-159.488	31.510	27.774
2	44.254	-6.632	11.198	-38.008	8.339	-138.267
3	52.213	-4.553	15.368	-161.669	15.975	173.392
1	40.756	-2.817	-3.960	-159.482	31.499	27.769
2	44.250	-6.640	11.198	-38.008	8.333	-138.201
3	52.187	-4.579	15.390	-161.718	16.414	173.364
1	40.752	-2.808	-3.964	-159.444	31.471	27.758
2	44.250	-6.636	11.184	-37.986	8.350	-138.174
3	52.222	-4.522	15.351	-161.586	16.617	173.359
1	40.752	-2.808	-3.968	-159.444	31.449	27.741
2	44.245	-6.632	11.180	-37.975	8.361	-138.124
3	52.187	-4.636	15.434	-161.828	17.161	173.359
1	40.747	-2.808	-3.982	-159.444	31.416	27.714
2	44.250	-6.632	11.167	-37.948	8.394	-138.091
3	52.169	-4.707	15.395	-161.927	17.414	173.282
1	40.743	-2.813	-3.990	-159.438	31.378	27.692
2	44.254	-6.623	11.154	-37.904	8.438	-138.069
3	52.147	-4.720	15.416	-161.927	17.809	173.249
1	40.743	-2.808	-4.004	-159.422	31.334	27.664
2	44.267	-6.614	11.145	-37.860	8.465	-138.042
3	52.178	-4.715	15.386	-161.921	18.062	173.122
1	40.739	-2.808	-4.012	-159.416	31.306	27.637
2	44.267	-6.623	11.140	-37.849	8.482	-137.998
3	52.173	-4.729	15.399	-161.905	18.381	172.980
1	40.739	-2.804	-4.012	-159.389	31.290	27.620
2	44.276	-6.618	11.136	-37.827	8.482	-137.943
3	52.195	-4.689	15.373	-161.779	18.611	172.826
1	40.734	-2.795	-4.017	-159.356	31.268	27.604
2	44.276	-6.614	11.132	-37.800	8.482	-137.888
3	52.209	-4.636	15.386	-161.652	18.826	172.760
1	40.730	-2.795	-4.021	-159.334	31.252	27.588
2	44.281	-6.610	11.127	-37.761	8.487	-137.806
3	52.156	-4.654	15.373	-161.663	19.007	172.694
1	40.717	-2.799	-4.030	-159.340	31.213	27.560
2	44.289	-6.610	11.123	-37.745	8.476	-137.723
3	52.121	-4.715	15.403	-161.751	19.282	172.705
1	40.712	-2.791	-4.034	-159.301	31.197	27.544
2	44.289	-6.588	11.123	-37.684	8.432	-137.646
3	52.125	-4.694	15.359	-161.691	19.282	172.688
1	40.703	-2.782	-4.039	-159.274	31.175	27.516
2	44.285	-6.588	11.119	-37.668	8.438	-137.542
3	52.121	-4.715	15.381	-161.729	19.386	172.655
1	40.699	-2.782	-4.043	-159.263	31.153	27.489
2	44.289	-6.579	11.088	-37.613	8.487	-137.460
3	52.138	-4.720	15.346	-161.707	19.348	172.600
1	40.695	-2.777	-4.061	-159.241	31.103	27.450
2	44.303	-6.557	11.075	-37.519	8.526	-137.377
3	52.147	-4.689	15.298	-161.625	19.254	172.557
1	40.686	-2.764	-4.074	-159.208	31.059	27.401
2	44.307	-6.557	11.061	-37.476	8.564	-137.289
3	52.143	-4.672	15.315	-161.597	19.309	172.600
1	40.686	-2.764	-4.083	-159.224	31.021	27.346
2	44.311	-6.570	11.044	-37.448	8.647	-137.229
3	52.130	-4.685	15.315	-161.625	19.320	172.600
1	40.686	-2.755	-4.096	-159.208	30.982	27.313
2	44.325	-6.561	11.013	-37.371	8.718	-137.212
3	52.138	-4.680	15.293	-161.608	19.276	172.584
1	40.677	-2.751	-4.100	-159.208	30.949	27.274
2	44.329	-6.544	10.995	-37.294	8.778	-137.190
3	52.138	-4.680	15.302	-161.614	19.293	172.606
1	40.668	-2.751	-4.105	-159.213	30.911	27.236
2	44.333	-6.552	11.000	-37.283	8.806	-137.136
3	52.138	-4.685	15.302	-161.619	19.298	172.617
1	40.664	-2.755	-4.105	-159.230	30.894	27.219
2	44.333	-6.552	10.982	-37.278	8.850	-137.114
3	52.134	-4.689	15.302	-161.630	19.293	172.622
1	40.655	-2.751	-4.113	-159.235	30.851	27.181
2	44.338	-6.539	10.978	-37.261	8.866	-137.108
3	52.138	-4.689	15.302	-161.625	19.293	172.628
1	40.646	-2.755	-4.122	-159.257	30.801	27.137
2	44.333	-6.544	10.978	-37.267	8.883	-137.081
3	52.134	-4.689	15.307	-161.630	19.298	172.644
1	40.642	-2.755	-4.127	-159.263	30.768	27.115
2	44.333	-6.544	10.978	-37.278	8.894	-137.053
3	52.134	-4.694	15.307	-161.641	19.293	172.655
1	40.633	-2.747	-4.131	-159.257	30.741	27.099
2	44.329	-6.544	10.973	-37.283	8.899	-137.042
3	52.134	-4.689	15.307	-161.636	19.293	172.666
1	40.624	-2.742	-4.131	-159.252	30.713	27.071
2	44.329	-6.539	10.969	-37.272	8.921	-137.037
3	52.134	-4.685	15.307	-161.630	19.287	172.683
1	40.611	-2.742	-4.140	-159.279	30.664	27.016
2	44.329	-6.539	10.965	-37.272	8.943	-137.026
3	52.134	-4.689	15.307	-161.636	19.282	172.688
1	40.607	-2.733	-4.144	-159.263	30.631	27.005
2	44.329	-6.539	10.960	-37.267	8.965	-137.020
3	52.134	-4.685	15.307	-161.636	19.271	172.699
1	40.598	-2.729	-4.153	-159.279	30.581	26.972
2	44.329	-6.535	10.956	-37.261	8.976	-137.015
3	52.138	-4.685	15.302	-161.641	19.260	172.705
1	40.594	-2.733	-4.149	-159.301	30.559	26.961
2	44.325	-6.535	10.956	-37.267	8.998	-137.009
3	52.138	-4.694	15.307	-161.658	19.260	172.716
1	40.589	-2.738	-4.153	-159.312	30.526	26.950
2	44.325	-6.535	10.952	-37.272	9.009	-136.998
3	52.138	-4.694	15.307	-161.663	19.249	172.732
1	40.580	-2.738	-4.162	-159.318	30.466	26.923
2	44.325	-6.530	10.952	-37.272	9.009	-136.987
3	52.138	-4.698	15.307	-161.669	19.249	172.754
1	40.576	-2.742	-4.171	-159.345	30.428	26.901
2	44.325	-6.526	10.952	-37.283	9.004	-136.971
3	52.138	-4.698	15.311	-161.680	19.243	172.765
1	40.576	-2.747	-4.175	-159.356	30.400	26.884
2	44.320	-6.530	10.947	-37.294	8.998	-136.965
3	52.134	-4.702	15.320	-161.680	19.249	172.787
1	40.576	-2.742	-4.175	-159.334	30.395	26.884
2	44.320	-6.522	10.943	-37.289	9.004	-136.960
